0.0039161935	6.5947700608
0.0038918077	5.9137657346
0.0038677238	5.305590831
0.0038439362	4.8713062855
0.0038204394	4.5530211424
0.0037929073	4.1736654823
0.0037643516	3.7885303174
0.0037320396	3.5226343438
0.0037043897	3.1891067094
0.0036757949	2.9520316116
0.0036476382	2.7182779775
0.0036199095	2.4828592686
0.0035964755	2.310291718
0.0035707909	2.1426530415
0.0035492458	2.001677856
0.0035267149	1.8721519024
0.0035020137	1.7076597596
0.0034800766	1.4303798115
0.0034584126	1.2581228148
0.0034346557	1.0079812187
0.0034112229	0.6650249629
0.0033892561	0.5877866649
