-0.00210	-0.02332
-0.00208	-0.02332
-0.00205	-0.02332
-0.00203	-0.02332
-0.00200	-0.02332
-0.00198	-0.02332
-0.00195	-0.02156
-0.00193	-0.02332
-0.00190	-0.02332
-0.00188	-0.02332
-0.00185	-0.02332
-0.00183	-0.02231
-0.00180	-0.02332
-0.00178	-0.02445
-0.00175	-0.02332
-0.00173	-0.02432
-0.00170	-0.02533
-0.00168	-0.02244
-0.00165	-0.02332
-0.00163	-0.02332
-0.00160	-0.02332
-0.00158	-0.02332
-0.00155	-0.02332
-0.00153	-0.02231
-0.00150	-0.02332
-0.00148	-0.02332
-0.00145	-0.02520
-0.00143	-0.02319
-0.00140	-0.02332
-0.00138	-0.02332
-0.00135	-0.02332
-0.00133	-0.02319
-0.00130	-0.02332
-0.00128	-0.02231
-0.00125	-0.02332
-0.00123	-0.02319
-0.00120	-0.02332
-0.00118	-0.02231
-0.00115	-0.02144
-0.00113	-0.02244
-0.00110	-0.02533
-0.00108	-0.02533
-0.00105	-0.02332
-0.00103	-0.02332
-0.00100	-0.02332
-0.00098	-0.02332
-0.00095	-0.02332
-0.00093	-0.02332
-0.00090	-0.02332
-0.00088	-0.02332
-0.00085	-0.02332
-0.00083	-0.02131
-0.00080	-0.02332
-0.00078	-0.02244
-0.00075	-0.02332
-0.00073	-0.02244
-0.00070	-0.02332
-0.00068	-0.02332
-0.00065	-0.02156
-0.00063	-0.02445
-0.00060	-0.02332
-0.00058	-0.02244
-0.00055	-0.02144
-0.00053	-0.02231
-0.00050	-0.02332
-0.00048	-0.02244
-0.00045	-0.02332
-0.00043	-0.02432
-0.00040	-0.02332
-0.00038	-0.02332
-0.00035	-0.02533
-0.00033	-0.02445
-0.00030	-0.02520
-0.00028	-0.02445
-0.00025	-0.02345
-0.00023	-0.02445
-0.00020	-0.02533
-0.00018	-0.02332
-0.00015	-0.02533
-0.00013	-0.02533
-0.00010	-0.02345
-0.00008	-0.02533
-0.00005	-0.02721
-0.00003	-0.02533
0.00000	-0.15799
0.00003	-0.17307
0.00005	-0.18613
0.00008	-0.19819
0.00010	-0.20422
0.00013	-0.21025
0.00015	-0.21415
0.00018	-0.21528
0.00020	-0.21415
0.00023	-0.20824
0.00025	-0.20221
0.00028	-0.19392
0.00030	-0.18412
0.00033	-0.17407
0.00035	-0.15799
0.00038	-0.14279
0.00040	-0.12772
0.00043	-0.10774
0.00045	-0.08764
0.00048	-0.07156
0.00050	-0.05133
0.00053	-0.03048
0.00055	-0.01126
0.00058	0.00884
0.00060	0.02693
0.00063	0.04502
0.00065	0.06311
0.00068	0.07819
0.00070	0.08924
0.00073	0.10419
0.00075	0.11738
0.00078	0.12341
0.00080	0.13346
0.00083	0.13836
0.00085	0.14150
0.00088	0.14238
0.00090	0.14138
0.00093	0.13849
0.00095	0.13145
0.00098	0.12831
0.00100	0.12115
0.00103	0.10821
0.00105	0.09728
0.00108	0.08409
0.00110	0.06713
0.00113	0.05507
0.00115	0.04088
0.00118	0.02291
0.00120	0.00683
0.00123	-0.01038
0.00125	-0.02759
0.00128	-0.04443
0.00130	-0.06151
0.00133	-0.07759
0.00135	-0.09166
0.00138	-0.10473
0.00140	-0.11779
0.00143	-0.12998
0.00145	-0.13990
0.00148	-0.14794
0.00150	-0.15196
0.00153	-0.15900
0.00155	-0.16201
0.00158	-0.16402
0.00160	-0.16390
0.00163	-0.16201
0.00165	-0.15799
0.00168	-0.15297
0.00170	-0.14593
0.00173	-0.13789
0.00175	-0.12973
0.00178	-0.11578
0.00180	-0.10372
0.00183	-0.09166
0.00185	-0.08136
0.00188	-0.06654
0.00190	-0.04945
0.00193	-0.03739
0.00195	-0.02332
0.00198	-0.00925
0.00200	0.00671
0.00203	0.02090
0.00205	0.03296
0.00208	0.04603
0.00210	0.05507
0.00213	0.06713
0.00215	0.07329
0.00218	0.08321
0.00220	0.08924
0.00223	0.09226
0.00225	0.09917
0.00228	0.09942
0.00230	0.09929
0.00233	0.09703
0.00235	0.09728
0.00238	0.08924
0.00240	0.08522
0.00243	0.07919
0.00245	0.07103
0.00248	0.06286
0.00250	0.05306
0.00253	0.04075
0.00255	0.02894
0.00258	0.01688
0.00260	0.00671
0.00263	-0.00837
0.00265	-0.01955
0.00268	-0.03161
0.00270	-0.04342
0.00273	-0.05636
0.00275	-0.06754
0.00278	-0.07659
0.00280	-0.08764
0.00283	-0.09669
0.00285	-0.10573
0.00288	-0.11176
0.00290	-0.11779
0.00293	-0.12282
0.00295	-0.12571
0.00298	-0.12784
0.00300	-0.12960
0.00303	-0.12583
0.00305	-0.12382
0.00308	-0.12269
0.00310	-0.11779
0.00313	-0.11176
0.00315	-0.10573
0.00318	-0.09656
0.00320	-0.08764
0.00323	-0.08048
0.00325	-0.07144
0.00328	-0.06038
0.00330	-0.04744
0.00333	-0.03940
0.00335	-0.02734
0.00338	-0.01829
0.00340	-0.00724
0.00343	0.00382
0.00345	0.01286
0.00348	0.02191
0.00350	0.03095
0.00353	0.03987
0.00355	0.04502
0.00358	0.05306
0.00360	0.05708
0.00363	0.06123
0.00365	0.06512
0.00368	0.06512
0.00370	0.06713
0.00373	0.06600
0.00375	0.06512
0.00378	0.06399
0.00380	0.06098
0.00383	0.05708
0.00385	0.04892
0.00388	0.04389
0.00390	0.03686
0.00393	0.02995
0.00395	0.02090
0.00398	0.01286
