0.0046587468	0.89561852
0.0046285582	0.5990677942
0.0045966444	0.031206205
0.0045672528	-0.5548015164
0.0042363906	-0.4017692454
0.0042078687	0.7722911124
0.0041797283	1.5336188443
0.0041519618	2.0253933555
0.0041245618	2.5254548949
0.0041008817	2.8049929736
0.0040807998	3.1214321368
0.0040592653	3.3583573649
0.0040330712	3.6260047728
0.004007213	3.8990014243
0.0039816843	4.1606514138
0.0039564787	4.3417522549
0.0039331367	4.5066876261
0.0039131285	4.6005561838
0.003893323	4.6095208982
0.0038782238	4.6008779954
0.0038587691	4.5687939144
0.0038380349	4.5016918712
0.0038160656	4.4283215583
0.0037929073	4.2806005277
0.0037700283	3.926693389
0.0037488285	3.6700821429
0.003729256	3.1284510111
0.0037071362	2.4142441812
0.0036866359	1.5237960625
0.0035044682	-0.4186273203
0.0034861426	-0.4657089065
0.0034668053	0.3429301429
0.0034512511	0.4480251132
0.0034322979	0.2182700917
0.0034170511	-1.1560110834
0.003329449	-2.9978644336
0.0033172997	-1.7464710542
0.0033030553	1.3650674753
0.0032856908	2.0885005553
0.00326744	2.7062578626
0.0032493907	3.0814591287
0.0032325845	3.3574663394
0.0032169857	3.576944683
0.0032015367	3.7551812948
0.0031862355	3.798815809
0.0031710798	3.8390511193
0.0031560675	3.8761768473
0.0031431715	3.81480163
0.0031303803	3.7480263783
0.0031167212	3.5326387446
0.003101256	3.2364539539
0.0030868961	2.469937728
0.003073613	1.2131913481
